Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2517,2517.0,2517.0,2517.0,2517.0,2517.0
2018-06-28 23:41:41.549463552,127.668772160557,128.91104160102978,126.28871841063442,127.61633567296012,31248759.157727454
2013-07-01 00:00:00,25.787700653076172,25.977181675712263,25.500387678640973,25.69768065442655,7425600.0
2015-12-29 00:00:00,45.537078857421875,45.96070655952205,44.99846209983813,45.528199860697924,22186700.0
2018-06-28 00:00:00,94.36622619628906,95.03801785886627,93.05974902452726,94.24495807412181,27599700.0
2020-12-28 00:00:00,213.21438598632812,215.73659753325902,209.78080327849514,213.8507565260113,35410900.0
2023-06-29 00:00:00,343.39935302734375,346.72383496475805,337.3324015901357,346.57586654973045,248428500.0
,93.69810518844419,94.69010299609745,92.60024633943966,93.65690561323025,15914350.581901416
